timepoint,year,block,plot,transect_name,initial_state,treatment_type,dispersal_treatment,cm_location,species_code,genus,species,count,notes
t1,2021,1,15,1_15,log,insitu_pvc,before,12,haod,Haloragis,odontocarpa,1,
t1,2021,6,9,6_9,log,insitu_log,before,3,haod,Haloragis,odontocarpa,1,
t1,2021,6,ten,6_10,log,gap,after,1,haod,Haloragis,odontocarpa,1,
t1,2021,6,ten,6_10,log,gap,after,4,haod,Haloragis,odontocarpa,1,
t0,2020,1,3,1_3,log,insitu_pvc,before,2,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,3,1_3,log,insitu_pvc,before,5,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,3,1_3,log,insitu_pvc,before,11,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,3,1_3,log,insitu_pvc,before,19,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,4,1_4,log,gap,before,5,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,5,1_5,log,gap,after,3,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,5,1_5,log,gap,after,4,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,5,1_5,log,gap,after,20,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,6,1_6,log,gap,before,1,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,6,1_6,log,gap,before,7,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,7,1_7,log,gap,before,20,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,11,1_11,log,gap,before,18,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,21,1_21,open,open_with_pvc,before,9,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,21,1_21,open,open_with_pvc,before,12,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,23,1_23,open,open,NA,4,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,23,1_23,open,open,NA,12,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,29,1_29,open,open_with_pvc,after,10,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,ten,1_10,log,insitu_pvc,after,5,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,ten,1_10,log,insitu_pvc,after,11,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,ten,1_10,log,insitu_pvc,after,17,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,ten,1_10,log,insitu_pvc,after,20,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,twenty,1_20,open,open,NA,13,hygl,Hyalosperma,glutinosum,1,
t0,2020,1,twenty,1_20,open,open,NA,19,hygl,Hyalosperma,glutinosum,1,
t0,2020,2,22,2_22,open,open,NA,12,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,2,3_2,log,gap,after,8,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,4,3_4,log,insitu_log,before,1,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,4,3_4,log,insitu_log,before,2,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,4,3_4,log,insitu_log,before,4,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,4,3_4,log,insitu_log,before,20,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,5,3_5,log,gap,before,19,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,14,3_14,log,gap,before,4,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,14,3_14,log,gap,before,10,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,14,3_14,log,gap,before,16,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,15,3_15,log,insitu_log,after,6,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,19,3_19,open,open,NA,1,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,19,3_19,open,open,NA,13,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,19,3_19,open,open,NA,14,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,19,3_19,open,open,NA,17,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,21,3_21,open,open,NA,5,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,21,3_21,open,open,NA,9,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,21,3_21,open,open,NA,11,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,21,3_21,open,open,NA,18,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,22,3_22,open,open,NA,13,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,24,3_24,open,open_with_log,before,10,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,24,3_24,open,open_with_log,before,18,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,24,3_24,open,open_with_log,before,20,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,28,3_28,open,open_with_log,after,4,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,28,3_28,open,open_with_log,after,20,hygl,Hyalosperma,glutinosum,1,
t0,2020,3,31,3_31,open,open,NA,14,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,11,4_11,log,insitu_pvc,before,3,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,11,4_11,log,insitu_pvc,before,4,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,11,4_11,log,insitu_pvc,before,5,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,11,4_11,log,insitu_pvc,before,19,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,12,4_12,log,insitu_pvc,after,20,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,14,4_14,log,insitu_log,after,1,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,14,4_14,log,insitu_log,after,3,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,14,4_14,log,insitu_log,after,4,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,14,4_14,log,insitu_log,after,6,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,14,4_14,log,insitu_log,after,8,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,14,4_14,log,insitu_log,after,13,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,17,4_17,open,open_with_log,before,3,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,21,4_21,open,open_with_pvc,NA,1,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,21,4_21,open,open_with_pvc,NA,8,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,23,4_23,open,open,NA,17,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,26,4_26,open,open,NA,5,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,26,4_26,open,open,NA,7,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,26,4_26,open,open,NA,13,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,27,4_27,open,open,NA,2,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,27,4_27,open,open,NA,4,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,27,4_27,open,open,NA,5,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,27,4_27,open,open,NA,11,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,27,4_27,open,open,NA,15,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,27,4_27,open,open,NA,20,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,28,4_28,open,open,NA,11,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,29,4_29,open,open,NA,5,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,29,4_29,open,open,NA,6,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,29,4_29,open,open,NA,9,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,29,4_29,open,open,NA,10,hygl,Hyalosperma,glutinosum,1,
t0,2020,4,29,4_29,open,open,NA,14,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,5,5_5,log,gap,before,6,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,5,5_5,log,gap,before,13,hygl,Hyalosperma,glutinosum,2,
t0,2020,5,5,5_5,log,gap,before,14,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,9,5_9,log,insitu_pvc,before,1,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,9,5_9,log,insitu_pvc,before,6,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,13,5_13,log,gap,after,15,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,15,5_15,log,insitu_log,after,2,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,15,5_15,log,insitu_log,after,13,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,15,5_15,log,insitu_log,after,16,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,22,5_22,open,open,NA,1,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,22,5_22,open,open,NA,7,hygl,Hyalosperma,glutinosum,2,
t0,2020,5,22,5_22,open,open,NA,17,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,24,5_24,open,open_with_pvc,before,9,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,26,5_26,open,open_with_pvc,before,20,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,32,5_32,open,open_with_log,after,2,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,ten,5_10,log,insitu_pvc,after,19,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,twenty,5_20,open,open,NA,4,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,twenty,5_20,open,open,NA,8,hygl,Hyalosperma,glutinosum,1,
t0,2020,5,twenty,5_20,open,open,NA,17,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,1,6_1,log,gap,before,11,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,1,6_1,log,gap,before,13,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,2,6_2,log,insitu_pvc,before,15,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,2,6_2,log,insitu_pvc,before,17,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,3,6_3,log,gap,before,6,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,3,6_3,log,gap,before,17,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,13,6_13,log,insitu_pvc,after,7,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,13,6_13,log,insitu_pvc,after,13,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,14,6_14,log,insitu_pvc,before,1,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,14,6_14,log,insitu_pvc,before,8,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,15,6_15,log,insitu_log,after,2,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,15,6_15,log,insitu_log,after,4,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,15,6_15,log,insitu_log,after,6,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,15,6_15,log,insitu_log,after,7,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,15,6_15,log,insitu_log,after,9,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,15,6_15,log,insitu_log,after,16,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,15,6_15,log,insitu_log,after,19,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,17,6_17,open,open,NA,14,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,18,6_18,open,open_with_log,before,8,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,18,6_18,open,open_with_log,before,11,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,18,6_18,open,open_with_log,before,18,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,19,6_19,open,open,NA,18,hygl,Hyalosperma,glutinosum,1,this transect is only 19 cm 
t0,2020,6,25,6_25,open,open_with_pvc,before,1,hygl,Hyalosperma,glutinosum,1,6.25 only 19 cm long
t0,2020,6,25,6_25,open,open_with_pvc,before,11,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,25,6_25,open,open_with_pvc,before,15,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,25,6_25,open,open_with_pvc,before,18,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,27,6_27,open,open,NA,6,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,27,6_27,open,open,NA,11,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,27,6_27,open,open,NA,13,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,32,6_32,open,open,NA,14,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,32,6_32,open,open,NA,16,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,thirty,6_30,open,open_with_pvc,after,4,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,thirty,6_30,open,open_with_pvc,after,10,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,thirty,6_30,open,open_with_pvc,after,12,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,thirty,6_30,open,open_with_pvc,after,15,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,twenty,6_20,open,open_with_log,before,1,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,twenty,6_20,open,open_with_log,before,8,hygl,Hyalosperma,glutinosum,1,
t0,2020,6,twenty,6_20,open,open_with_log,before,20,hygl,Hyalosperma,glutinosum,1,
t0,2020,7,7,7_7,log,gap,after,1,hygl,Hyalosperma,glutinosum,1,
t0,2020,7,7,7_7,log,gap,after,9,hygl,Hyalosperma,glutinosum,1,
t0,2020,7,7,7_7,log,gap,after,13,hygl,Hyalosperma,glutinosum,1,
t0,2020,7,17,7_17,open,open_with_log,after,7,hygl,Hyalosperma,glutinosum,1,
t0,2020,7,17,7_17,open,open_with_log,after,20,hygl,Hyalosperma,glutinosum,1,
t0,2020,7,29,7_29,open,open,NA,7,hygl,Hyalosperma,glutinosum,1,
t0,2020,7,29,7_29,open,open,NA,8,hygl,Hyalosperma,glutinosum,1,
t0,2020,7,29,7_29,open,open,NA,12,hygl,Hyalosperma,glutinosum,1,
t0,2020,7,29,7_29,open,open,NA,15,hygl,Hyalosperma,glutinosum,1,
t0,2020,7,29,7_29,open,open,NA,18,hygl,Hyalosperma,glutinosum,1,
t0,2020,7,29,7_29,open,open,NA,20,hygl,Hyalosperma,glutinosum,1,
t0,2020,7,32,7_32,open,open,NA,16,hygl,Hyalosperma,glutinosum,1,
t1,2021,1,3,1_3,log,insitu_pvc,before,20,hygl,Hyalosperma,glutinosum,1,
t1,2021,1,5,1_5,log,gap,after,3,hygl,Hyalosperma,glutinosum,1,Recorded as Hyalosperma drummondii… but I don’t think that's a species. In margins of data sheet I also wrote that it was unknown #12 and cross checking my images brings me to Monachather paradoxus. Update! Traced down pic and it was def meant to say Hyalosperma glutinosum! Entries updated.
t1,2021,1,5,1_5,log,gap,after,13,hygl,Hyalosperma,glutinosum,1,Recorded as Hyalosperma drummondii… but I don’t think that's a species. In margins of data sheet I also wrote that it was unknown #12 and cross checking my images brings me to Monachather paradoxus. Update! Traced down pic and it was def meant to say Hyalosperma glutinosum! Entries updated.
t1,2021,1,5,1_5,log,gap,after,17,hygl,Hyalosperma,glutinosum,1,Recorded as Hyalosperma drummondii… but I don’t think that's a species. In margins of data sheet I also wrote that it was unknown #12 and cross checking my images brings me to Monachather paradoxus. Update! Traced down pic and it was def meant to say Hyalosperma glutinosum! Entries updated.
t1,2021,1,7,1_7,log,gap,before,1,hygl,Hyalosperma,glutinosum,1,Recorded as Hyalosperma drummondii… but I don’t think that's a species. In margins of data sheet I also wrote that it was unknown #12 and cross checking my images brings me to Monachather paradoxus. Update! Traced down pic and it was def meant to say Hyalosperma glutinosum! Entries updated.
t1,2021,1,7,1_7,log,gap,before,3,hygl,Hyalosperma,glutinosum,1,Recorded as Hyalosperma drummondii… but I don’t think that's a species. In margins of data sheet I also wrote that it was unknown #12 and cross checking my images brings me to Monachather paradoxus. Update! Traced down pic and it was def meant to say Hyalosperma glutinosum! Entries updated.
t1,2021,1,7,1_7,log,gap,before,12,hygl,Hyalosperma,glutinosum,1,Recorded as Hyalosperma drummondii… but I don’t think that's a species. In margins of data sheet I also wrote that it was unknown #12 and cross checking my images brings me to Monachather paradoxus. Update! Traced down pic and it was def meant to say Hyalosperma glutinosum! Entries updated.
t1,2021,1,7,1_7,log,gap,before,17,hygl,Hyalosperma,glutinosum,1,Recorded as Hyalosperma drummondii… but I don’t think that's a species. In margins of data sheet I also wrote that it was unknown #12 and cross checking my images brings me to Monachather paradoxus. Update! Traced down pic and it was def meant to say Hyalosperma glutinosum! Entries updated.
t1,2021,1,7,1_7,log,gap,before,18,hygl,Hyalosperma,glutinosum,1,Recorded as Hyalosperma drummondii… but I don’t think that's a species. In margins of data sheet I also wrote that it was unknown #12 and cross checking my images brings me to Monachather paradoxus. Update! Traced down pic and it was def meant to say Hyalosperma glutinosum! Entries updated.
t1,2021,1,11,1_11,log,gap,before,4,hygl,Hyalosperma,glutinosum,1,Recorded as Hyalosperma drummondii… but I don’t think that's a species. In margins of data sheet I also wrote that it was unknown #12 and cross checking my images brings me to Monachather paradoxus. Update! Traced down pic and it was def meant to say Hyalosperma glutinosum! Entries updated.
t1,2021,1,12,1_12,log,insitu_pvc,after,8,hygl,Hyalosperma,glutinosum,1,
t1,2021,1,23,1_23,open,open,NA,1,hygl,Hyalosperma,glutinosum,1,
t1,2021,1,23,1_23,open,open,NA,3,hygl,Hyalosperma,glutinosum,1,
t1,2021,1,23,1_23,open,open,NA,6,hygl,Hyalosperma,glutinosum,1,
t1,2021,1,24,1_24,open,open_with_pvc,after,6,hygl,Hyalosperma,glutinosum,1,
t1,2021,1,24,1_24,open,open_with_pvc,after,17,hygl,Hyalosperma,glutinosum,1,
t1,2021,2,28,2_28,open,open,NA,8,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,2,3_2,log,gap,after,10,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,5,3_5,log,gap,before,19,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,9,3_9,log,insitu_log,after,12,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,9,3_9,log,insitu_log,after,14,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,14,3_14,log,gap,before,4,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,14,3_14,log,gap,before,6,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,14,3_14,log,gap,before,16,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,14,3_14,log,gap,before,20,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,15,3_15,log,insitu_log,after,10,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,19,3_19,open,open,NA,1,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,19,3_19,open,open,NA,5,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,19,3_19,open,open,NA,7,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,22,3_22,open,open,NA,10,hygl,Hyalosperma,glutinosum,2,
t1,2021,3,22,3_22,open,open,NA,16,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,22,3_22,open,open,NA,21,hygl,Hyalosperma,glutinosum,1,transect 21 cm long
t1,2021,3,26,3_26,open,open,NA,6,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,26,3_26,open,open,NA,8,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,26,3_26,open,open,NA,10,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,28,3_28,open,open_with_log,after,0,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,28,3_28,open,open_with_log,after,3,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,31,3_31,open,open,NA,0,hygl,Hyalosperma,glutinosum,1,One nail missing so assumed 20 cm based on the nail we did find
t1,2021,3,31,3_31,open,open,NA,5,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,1,4_1,log,insitu_log,before,0,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,1,4_1,log,insitu_log,before,5,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,3,4_3,log,gap,after,4,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,8,4_8,log,gap,after,2,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,8,4_8,log,gap,after,3,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,8,4_8,log,gap,after,13,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,8,4_8,log,gap,after,14,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,8,4_8,log,gap,after,15,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,14,4_14,log,insitu_log,after,3,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,15,4_15,log,gap,before,14,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,17,4_17,open,open_with_log,before,12,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,17,4_17,open,open_with_log,before,19,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,21,4_21,open,open_with_pvc,NA,19,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,26,4_26,open,open,NA,10,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,26,4_26,open,open,NA,11,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,26,4_26,open,open,NA,12,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,26,4_26,open,open,NA,17,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,27,4_27,open,open,NA,2,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,27,4_27,open,open,NA,7,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,29,4_29,open,open,NA,1,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,29,4_29,open,open,NA,3,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,29,4_29,open,open,NA,8,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,29,4_29,open,open,NA,11,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,29,4_29,open,open,NA,18,hygl,Hyalosperma,glutinosum,1,
t1,2021,4,29,4_29,open,open,NA,21,hygl,Hyalosperma,glutinosum,2,transect 21 cm long
t1,2021,5,3,5_3,open,open,NA,17,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,4,5_4,log,gap,before,8,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,5,5_5,log,gap,before,21,hygl,Hyalosperma,glutinosum,1,transect 21 cm long
t1,2021,5,9,5_9,log,insitu_pvc,before,11,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,11,5_11,log,gap,before,13,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,17,5_17,open,open_with_log,before,1,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,17,5_17,open,open_with_log,before,16,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,17,5_17,open,open_with_log,before,20,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,21,5_21,open,open,NA,0,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,21,5_21,open,open,NA,4,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,21,5_21,open,open,NA,17,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,21,5_21,open,open,NA,18,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,22,5_22,open,open,NA,14,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,22,5_22,open,open,NA,18,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,22,5_22,open,open,NA,19,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,24,5_24,open,open_with_pvc,before,6,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,24,5_24,open,open_with_pvc,before,21,hygl,Hyalosperma,glutinosum,1,transect 21 cm long
t1,2021,5,ten,5_10,log,insitu_pvc,after,5,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,ten,5_10,log,insitu_pvc,after,18,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,twenty,5_20,open,open,NA,13,hygl,Hyalosperma,glutinosum,1,
t1,2021,5,twenty,5_20,open,open,NA,18,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,2,6_2,log,insitu_pvc,before,12,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,3,6_3,log,gap,before,11,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,11,6_11,log,insitu_pvc,after,6,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,15,6_15,log,insitu_log,after,0,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,15,6_15,log,insitu_log,after,4,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,15,6_15,log,insitu_log,after,20,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,17,6_17,open,open,NA,16,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,19,6_19,open,open,NA,18,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,25,6_25,open,open_with_pvc,before,3,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,25,6_25,open,open_with_pvc,before,6,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,27,6_27,open,open,NA,9,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,27,6_27,open,open,NA,17,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,27,6_27,open,open,NA,20,hygl,Hyalosperma,glutinosum,2,
t1,2021,6,thirty,6_30,open,open_with_pvc,after,0,hygl,Hyalosperma,glutinosum,1,
t1,2021,6,thirty,6_30,open,open_with_pvc,after,12,hygl,Hyalosperma,glutinosum,1,
t1,2021,7,17,7_17,open,open_with_log,after,16,hygl,Hyalosperma,glutinosum,1,
t1,2021,7,29,7_29,open,open,NA,2,hygl,Hyalosperma,glutinosum,1,
t1,2021,7,29,7_29,open,open,NA,13,hygl,Hyalosperma,glutinosum,1,
t1,2021,7,29,7_29,open,open,NA,16,hygl,Hyalosperma,glutinosum,1,
t1,2021,3,3,3_3,log,gap,after,13,hypi,Hydrocotyle,pilifera,1,
t1,2021,3,3,3_3,log,gap,after,15,hypi,Hydrocotyle,pilifera,1,
t1,2021,5,9,5_9,log,insitu_pvc,before,0,hypi,Hydrocotyle,pilifera,1,
t1,2021,5,12,5_12,log,insitu_pvc,after,0,hypi,Hydrocotyle,pilifera,1,
t1,2021,5,12,5_12,log,insitu_pvc,after,3,hypi,Hydrocotyle,pilifera,1,
t1,2021,5,thirty,5_30,log,insitu_log,before,10,hypi,Hydrocotyle,pilifera,1,
t1,2021,6,5,6_5,log,gap,before,17,hypi,Hydrocotyle,pilifera,1,
t0,2020,1,13,1_13,log,insitu_log,before,12,laro,Lawrencella,rosea,1,
t0,2020,1,14,1_14,log,insitu_log,after,19,laro,Lawrencella,rosea,1,
t0,2020,2,8,2_8,log,insitu_log,before,20,laro,Lawrencella,rosea,1,
t0,2020,3,1,3_1,log,gap,before,12,laro,Lawrencella,rosea,1,
t0,2020,6,9,6_9,log,insitu_log,before,19,laro,Lawrencella,rosea,1,
t0,2020,6,16,6_16,log,insitu_log,after,5,laro,Lawrencella,rosea,1,
t0,2020,7,6,7_6,log,gap,after,20,laro,Lawrencella,rosea,1,
t0,2020,7,7,7_7,log,gap,after,15,laro,Lawrencella,rosea,1,
t0,2020,7,12,7_12,log,insitu_log,after,6,laro,Lawrencella,rosea,1,
t0,2020,7,ten,7_10,log,insitu_pvc,before,11,laro,Lawrencella,rosea,1,
t0,2020,7,thirty,7_30,open,open,NA,10,laro,Lawrencella,rosea,1,
t1,2021,1,11,1_11,log,gap,before,10,laro,Lawrencella,rosea,1,
t1,2021,3,29,3_29,open,open_with_pvc,after,12,laro,Lawrencella,rosea,1,
t1,2021,4,4,4_4,log,gap,before,15,laro,Lawrencella,rosea,1,
t1,2021,6,9,6_9,log,insitu_log,before,8,laro,Lawrencella,rosea,1,
t1,2021,7,11,7_11,log,insitu_pvc,after,18,laro,Lawrencella,rosea,1,
t1,2021,7,12,7_12,log,insitu_log,after,17,laro,Lawrencella,rosea,1,
t1,2021,7,twenty,7_20,open,open_with_pvc,after,15,laro,Lawrencella,rosea,1,
t1,2021,3,11,3_11,log,insitu_log,before,15,ledu,Levenhookia,dubia,1,
